'sample #','II','AVF','ABP','PAP'
1778,-1032,-1200,-30,-60
1779,-1032,-1200,-30,-60
1780,-1032,-1200,-30,-60
1781,-3096,-3600,-90,-180
1782,-3096,-3600,-90,-180
1783,-3096,-3600,-90,-180
1784,-3096,-3600,-90,-180
1785,-1032,-1200,-30,-60
1786,-1032,-1200,-30,-60
1787,-1032,-1200,-30,-60
1788,-1032,-1200,-30,-60
1789,-3096,-3600,-90,-180
1790,-3096,-3600,-90,-180
1791,-3096,-3600,-90,-180
1792,-3096,-3600,-90,-180
1793,-1032,-1200,-30,-60
1794,-1032,-1200,-30,-60
1795,-1032,-1200,-30,-60
1796,-1032,-1200,-30,-60
1797,-3096,-3600,-90,-180
1798,-3096,-3600,-90,-180
1799,-3096,-3600,-90,-180
1800,-3096,-3600,-90,-180
1801,-1032,-1200,-30,-60
1802,-1032,-1200,-30,-60
1803,-1032,-1200,-30,-60
1804,-1032,-1200,-30,-60
1805,-3096,-3600,-90,-180
1806,-3096,-3600,-90,-180
1807,-3096,-3600,-90,-180
1808,-3096,-3600,-90,-180
1809,-1032,-1200,-30,-60
1810,-1032,-1200,-30,-60
1811,-1032,-1200,-30,-60
1812,-1032,-1200,-30,-60
1813,-3096,-3600,-90,-180
1814,-3096,-3600,-90,-180
1815,-3096,-3600,-90,-180
1816,-3096,-3600,-90,-180
1817,-1032,-1200,-30,-60
1818,-1032,-1200,-30,-60
1819,-1032,-1200,-30,-60
1820,-1032,-1200,-30,-60
1821,-3096,-3600,-90,-180
1822,-3096,-3600,-90,-180
1823,-3096,-3600,-90,-180
1824,-3096,-3600,-90,-180
1825,-1032,-1200,-30,-60
1826,-1032,-1200,-30,-60
1827,-1032,-1200,-30,-60
1828,-1032,-1200,-30,-60
1829,-3096,-3600,-90,-180
1830,-3096,-3600,-90,-180
1831,-3096,-3600,-90,-180
1832,-3096,-3600,-90,-180
1833,-1032,-1200,-30,-60
1834,-1032,-1200,-30,-60
1835,-1032,-1200,-30,-60
1836,-1032,-1200,-30,-60
1837,-3096,-3600,-90,-180
1838,-3096,-3600,-90,-180
1839,-3096,-3600,-90,-180
1840,-3096,-3600,-90,-180
1841,-1032,-1200,-30,-60
1842,-1032,-1200,-30,-60
1843,-1032,-1200,-30,-60
1844,-1032,-1200,-30,-60
1845,-3096,-3600,-90,-180
1846,-3096,-3600,-90,-180
1847,-3096,-3600,-90,-180
1848,-3096,-3600,-90,-180
1849,-1032,-1200,-30,-60
1850,-1032,-1200,-30,-60
1851,-1032,-1200,-30,-60
1852,-1032,-1200,-30,-60
1853,-3096,-3600,-90,-180
1854,-3096,-3600,-90,-180
1855,-3096,-3600,-90,-180
1856,-3096,-3600,-90,-180
1857,-1032,-1200,-30,-60
1858,-1032,-1200,-30,-60
1859,-1032,-1200,-30,-60
1860,-1032,-1200,-30,-60
1861,-3096,-3600,-90,-180
1862,-3096,-3600,-90,-180
1863,-3096,-3600,-90,-180
1864,-3096,-3600,-90,-180
1865,-1032,-1200,-30,-60
1866,-1032,-1200,-30,-60
1867,-1032,-1200,-30,-60
1868,-1032,-1200,-30,-60
1869,-3096,-3600,-90,-180
1870,-3096,-3600,-90,-180
1871,-3096,-3600,-90,-180
1872,-3096,-3600,-90,-180
1873,-1032,-1200,-30,-60
1874,-1032,-1200,-30,-60
1875,-1032,-1200,-30,-60
1876,-1032,-1200,-30,-60
1877,-3096,-3600,-90,-180
1878,-3096,-3600,-90,-180
1879,-3096,-3600,-90,-180
1880,-3096,-3600,-90,-180
1881,-1032,-1200,-30,-60
1882,-1032,-1200,-30,-60
1883,-1032,-1200,-30,-60
1884,-1032,-1200,-30,-60
1885,-3096,-3600,-90,-180
1886,-3096,-3600,-90,-180
1887,-3096,-3600,-90,-180
1888,-3096,-3600,-90,-180
1889,-1032,-1200,-30,-60
1890,-1032,-1200,-30,-60
1891,-1032,-1200,-30,-60
1892,-1032,-1200,-30,-60
1893,-3096,-3600,-90,-180
1894,-3096,-3600,-90,-180
1895,-3096,-3600,-90,-180
1896,-3096,-3600,-90,-180
1897,-1032,-1200,-30,-60
1898,-1032,-1200,-30,-60
1899,-1032,-1200,-30,-60
1900,-1032,-1200,-30,-60
1901,-3096,-3600,-90,-180
1902,-3096,-3600,-90,-180
1903,-3096,-3600,-90,-180
1904,-3096,-3600,-90,-180
1905,-1032,-1200,-30,-60
1906,-1032,-1200,-30,-60
1907,-1032,-1200,-30,-60
1908,-1032,-1200,-30,-60
1909,-3096,-3600,-90,-180
1910,-3096,-3600,-90,-180
1911,-3096,-3600,-90,-180
1912,-3096,-3600,-90,-180
1913,-1032,-1200,-30,-60
1914,-1032,-1200,-30,-60
1915,-1032,-1200,-30,-60
1916,-1032,-1200,-30,-60
1917,-3096,-3600,-90,-180
1918,-3096,-3600,-90,-180
1919,-3096,-3600,-90,-180
1920,-3096,-3600,-90,-180
1921,-1032,-1200,-30,-60
1922,-1032,-1200,-30,-60
1923,-1032,-1200,-30,-60
1924,-1032,-1200,-30,-60
1925,-3096,-3600,-90,-180
1926,-3096,-3600,-90,-180
1927,-3096,-3600,-90,-180
1928,-3096,-3600,-90,-180
1929,-1032,-1200,-30,-60
1930,-1032,-1200,-30,-60
1931,-1032,-1200,-30,-60
1932,-1032,-1200,-30,-60
1933,-3096,-3600,-90,-180
1934,-3096,-3600,-90,-180
1935,-3096,-3600,-90,-180
1936,-3096,-3600,-90,-180
1937,-1032,-1200,-30,-60
1938,-1032,-1200,-30,-60
1939,-1032,-1200,-30,-60
1940,-1032,-1200,-30,-60
1941,-3096,-3600,-90,-180
1942,-3096,-3600,-90,-180
1943,-3096,-3600,-90,-180
1944,-3096,-3600,-90,-180
1945,-1032,-1200,-30,-60
1946,-1032,-1200,-30,-60
1947,-1032,-1200,-30,-60
1948,-1032,-1200,-30,-60
1949,-3096,-3600,-90,-180
1950,-3096,-3600,-90,-180
1951,-3096,-3600,-90,-180
1952,-3096,-3600,-90,-180
1953,-1032,-1200,-30,-60
1954,-1032,-1200,-30,-60
1955,-1032,-1200,-30,-60
1956,-1032,-1200,-30,-60
1957,-3096,-3600,-90,-180
1958,-3096,-3600,-90,-180
1959,-3096,-3600,-90,-180
1960,-3096,-3600,-90,-180
1961,-1032,-1200,-30,-60
1962,-1032,-1200,-30,-60
1963,-1032,-1200,-30,-60
1964,-1032,-1200,-30,-60
1965,-3096,-3600,-90,-180
1966,-3096,-3600,-90,-180
1967,-3096,-3600,-90,-180
1968,-1032,-1200,-30,-60
1969,1032,1200,30,60
1970,1032,1200,30,60
1971,1032,1200,30,60
1972,1032,1200,30,60
1973,-1032,-1200,-30,-60
1974,-1032,-1200,-30,-60
1975,-1032,-1200,-30,-60
1976,-1032,-1200,-30,-60
1977,1032,1200,30,60
1978,1032,1200,30,60
1979,1032,1200,30,60
1980,1032,1200,30,60
1981,-1032,-1200,-30,-60
1982,-1032,-1200,-30,-60
1983,-1032,-1200,-30,-60
1984,-1032,-1200,-30,-60
1985,1032,1200,30,60
1986,1032,1200,30,60
1987,1032,1200,30,60
1988,1032,1200,30,60
1989,-1032,-1200,-30,-60
1990,-1032,-1200,-30,-60
1991,-1032,-1200,-30,-60
1992,-1032,-1200,-30,-60
1993,1032,1200,30,60
1994,1032,1200,30,60
1995,1032,1200,30,60
1996,1032,1200,30,60
1997,-1032,-1200,-30,-60
1998,-1032,-1200,-30,-60
1999,-1032,-1200,-30,-60
2000,-1032,-1200,-30,-60
2001,1032,1200,30,60
2002,1032,1200,30,60
2003,1032,1200,30,60
2004,1032,1200,30,60
2005,-1032,-1200,-30,-60
2006,-1032,-1200,-30,-60
2007,-1032,-1200,-30,-60
2008,-1032,-1200,-30,-60
2009,1032,1200,30,60
2010,1032,1200,30,60
2011,1032,1200,30,60
2012,1032,1200,30,60
2013,-1032,-1200,-30,-60
2014,-1032,-1200,-30,-60
2015,-1032,-1200,-30,-60
2016,-1032,-1200,-30,-60
2017,1032,1200,30,60
2018,1032,1200,30,60
2019,1032,1200,30,60
2020,1032,1200,30,60
2021,-1032,-1200,-30,-60
2022,-1032,-1200,-30,-60
2023,-1032,-1200,-30,-60
2024,-1032,-1200,-30,-60
2025,1032,1200,30,60
2026,1032,1200,30,60
2027,1032,1200,30,60
2028,1032,1200,30,60
2029,-1032,-1200,-30,-60
2030,-1032,-1200,-30,-60
2031,-1032,-1200,-30,-60
2032,-1032,-1200,-30,-60
2033,1032,1200,30,60
2034,1032,1200,30,60
2035,1032,1200,30,60
2036,1032,1200,30,60
2037,-1032,-1200,-30,-60
2038,-1032,-1200,-30,-60
2039,-1032,-1200,-30,-60
2040,-1032,-1200,-30,-60
2041,1032,1200,30,60
2042,1032,1200,30,60
2043,1032,1200,30,60
2044,1032,1200,30,60
2045,-1032,-1200,-30,-60
2046,-1032,-1200,-30,-60
2047,-1032,-1200,-30,-60
2048,-1032,-1200,-30,-60
2049,1032,1200,30,60
2050,1032,1200,30,60
2051,1032,1200,30,60
2052,1032,1200,30,60
2053,-1032,-1200,-30,-60
2054,-1032,-1200,-30,-60
2055,-1032,-1200,-30,-60
2056,-1032,-1200,-30,-60
2057,1032,1200,30,60
2058,1032,1200,30,60
2059,1032,1200,30,60
2060,1032,1200,30,60
2061,-1032,-1200,-30,-60
2062,-1032,-1200,-30,-60
2063,-1032,-1200,-30,-60
2064,-1032,-1200,-30,-60
2065,1032,1200,30,60
2066,1032,1200,30,60
2067,1032,1200,30,60
2068,1032,1200,30,60
2069,-1032,-1200,-30,-60
2070,-1032,-1200,-30,-60
2071,-1032,-1200,-30,-60
2072,-1032,-1200,-30,-60
2073,1032,1200,30,60
2074,1032,1200,30,60
2075,1032,1200,30,60
2076,1032,1200,30,60
2077,-1032,-1200,-30,-60
2078,-1032,-1200,-30,-60
2079,-1032,-1200,-30,-60
2080,-1032,-1200,-30,-60
2081,1032,1200,30,60
2082,1032,1200,30,60
2083,1032,1200,30,60
2084,1032,1200,30,60
2085,-1032,-1200,-30,-60
2086,-1032,-1200,-30,-60
2087,-1032,-1200,-30,-60
2088,-1032,-1200,-30,-60
2089,1032,1200,30,60
2090,1032,1200,30,60
2091,1032,1200,30,60
2092,1032,1200,30,60
2093,-1032,-1200,-30,-60
2094,-1032,-1200,-30,-60
2095,-1032,-1200,-30,-60
2096,-1032,-1200,-30,-60
2097,1032,1200,30,60
2098,1032,1200,30,60
2099,1032,1200,30,60
2100,1032,1200,30,60
2101,-1032,-1200,-30,-60
2102,-1032,-1200,-30,-60
2103,-1032,-1200,-30,-60
2104,-1032,-1200,-30,-60
2105,1032,1200,30,60
2106,1032,1200,30,60
2107,1032,1200,30,60
2108,1032,1200,30,60
2109,-1032,-1200,-30,-60
2110,-1032,-1200,-30,-60
2111,-1032,-1200,-30,-60
2112,-1032,-1200,-30,-60
2113,1032,1200,30,60
2114,1032,1200,30,60
2115,1032,1200,30,60
2116,1032,1200,30,60
2117,-1032,-1200,-30,-60
2118,-1032,-1200,-30,-60
2119,-1032,-1200,-30,-60
2120,-1032,-1200,-30,-60
2121,1032,1200,30,60
2122,1032,1200,30,60
2123,1032,1200,30,60
2124,1032,1200,30,60
2125,-1032,-1200,-30,-60
2126,-1032,-1200,-30,-60
2127,-1032,-1200,-30,-60
2128,-1032,-1200,-30,-60
2129,1032,1200,30,60
2130,1032,1200,30,60
2131,1032,1200,30,60
2132,1032,1200,30,60
2133,-1032,-1200,-30,-60
2134,-1032,-1200,-30,-60
2135,-1032,-1200,-30,-60
2136,-1032,-1200,-30,-60
2137,1032,1200,30,60
2138,1032,1200,30,60
2139,1032,1200,30,60
2140,1032,1200,30,60
2141,-1032,-1200,-30,-60
2142,-1032,-1200,-30,-60
2143,-1032,-1200,-30,-60
2144,-1032,-1200,-30,-60
2145,1032,1200,30,60
2146,1032,1200,30,60
2147,1032,1200,30,60
2148,1032,1200,30,60
2149,-1032,-1200,-30,-60
2150,-1032,-1200,-30,-60
2151,-1032,-1200,-30,-60
2152,-1032,-1200,-30,-60
2153,1032,1200,30,60
2154,1032,1200,30,60
2155,1032,1200,30,60
2156,1032,1200,30,60
2157,-1032,-1200,-30,-60
2158,-1032,-1200,-30,-60
2159,-1032,-1200,-30,-60
2160,-1032,-1200,-30,-60
2161,1032,1200,30,60
2162,1032,1200,30,60
2163,1032,1200,30,60
2164,1032,1200,30,60
2165,-1032,-1200,-30,-60
2166,-1032,-1200,-30,-60
2167,-1032,-1200,-30,-60
2168,-1032,-1200,-30,-60
2169,1032,1200,30,60
2170,1032,1200,30,60
2171,1032,1200,30,60
2172,1032,1200,30,60
2173,-1032,-1200,-30,-60
2174,-1032,-1200,-30,-60
2175,-1032,-1200,-30,-60
2176,-1032,-1200,-30,-60
2177,1032,1200,30,60
2178,1032,1200,30,60
2179,1032,1200,30,60
2180,1032,1200,30,60
2181,-1032,-1200,-30,-60
2182,-1032,-1200,-30,-60
2183,-1032,-1200,-30,-60
2184,-1032,-1200,-30,-60
2185,1032,1200,30,60
2186,1032,1200,30,60
2187,1032,1200,30,60
2188,1032,1200,30,60
2189,-1032,-1200,-30,-60
2190,-1032,-1200,-30,-60
2191,-1032,-1200,-30,-60
2192,-1032,-1200,-30,-60
2193,1032,1200,30,60
2194,1032,1200,30,60
2195,1032,1200,30,60
2196,1032,1200,30,60
2197,-1032,-1200,-30,-60
2198,-1032,-1200,-30,-60
2199,-1032,-1200,-30,-60
2200,-1032,-1200,-30,-60
2201,1032,1200,30,60
2202,1032,1200,30,60
2203,1032,1200,30,60
2204,1032,1200,30,60
2205,-1032,-1200,-30,-60
2206,-1032,-1200,-30,-60
2207,-1032,-1200,-30,-60
2208,-1032,-1200,-30,-60
2209,1032,1200,30,60
2210,1032,1200,30,60
2211,1032,1200,30,60
2212,1032,1200,30,60
2213,-1032,-1200,-30,-60
2214,-1032,-1200,-30,-60
2215,-1032,-1200,-30,-60
2216,-1032,-1200,-30,-60
2217,1032,1200,30,60
2218,1032,1200,30,60
2219,1032,1200,30,60
2220,1032,1200,30,60
2221,-1032,-1200,-30,-60
2222,-1032,-1200,-30,-60
2223,-1032,-1200,-30,-60
2224,-1032,-1200,-30,-60
2225,1032,1200,30,60
2226,1032,1200,30,60
2227,1032,1200,30,60
2228,1032,1200,30,60
2229,-1032,-1200,-30,-60
2230,-1032,-1200,-30,-60
2231,-1032,-1200,-30,-60
2232,-1032,-1200,-30,-60
2233,1032,1200,30,60
2234,1032,1200,30,60
2235,1032,1200,30,60
2236,1032,1200,30,60
2237,-1032,-1200,-30,-60
2238,-1032,-1200,-30,-60
2239,-1032,-1200,-30,-60
2240,-1032,-1200,-30,-60
2241,1032,1200,30,60
2242,1032,1200,30,60
2243,1032,1200,30,60
2244,1032,1200,30,60
2245,-1032,-1200,-30,-60
2246,-1032,-1200,-30,-60
2247,-1032,-1200,-30,-60
2248,-1032,-1200,-30,-60
2249,1032,1200,30,60
2250,1032,1200,30,60
2251,1032,1200,30,60
2252,1032,1200,30,60
2253,-1032,-1200,-30,-60
2254,-1032,-1200,-30,-60
2255,-1032,-1200,-30,-60
2256,-1032,-1200,-30,-60
2257,1032,1200,30,60
2258,1032,1200,30,60
2259,1032,1200,30,60
2260,1032,1200,30,60
2261,-1032,-1200,-30,-60
2262,-1032,-1200,-30,-60
2263,-1032,-1200,-30,-60
2264,-1032,-1200,-30,-60
2265,1032,1200,30,60
2266,1032,1200,30,60
2267,1032,1200,30,60
2268,1032,1200,30,60
2269,-1032,-1200,-30,-60
2270,-1032,-1200,-30,-60
2271,-1032,-1200,-30,-60
2272,-1032,-1200,-30,-60
2273,1032,1200,30,60
2274,1032,1200,30,60
2275,1032,1200,30,60
2276,1032,1200,30,60
2277,-1032,-1200,-30,-60
2278,-1032,-1200,-30,-60
2279,-1032,-1200,-30,-60
2280,-1032,-1200,-30,-60
2281,1032,1200,30,60
2282,1032,1200,30,60
2283,1032,1200,30,60
2284,1032,1200,30,60
2285,-1032,-1200,-30,-60
2286,-1032,-1200,-30,-60
2287,-1032,-1200,-30,-60
2288,-1032,-1200,-30,-60
2289,1032,1200,30,60
2290,1032,1200,30,60
2291,1032,1200,30,60
2292,1032,1200,30,60
2293,-1032,-1200,-30,-60
2294,-1032,-1200,-30,-60
2295,-1032,-1200,-30,-60
2296,-1032,-1200,-30,-60
2297,1032,1200,30,60
2298,1032,1200,30,60
2299,1032,1200,30,60
2300,1032,1200,30,60
2301,-1032,-1200,-30,-60
2302,-1032,-1200,-30,-60
2303,-1032,-1200,-30,-60
2304,-1032,-1200,-30,-60
2305,1032,1200,30,60
2306,1032,1200,30,60
2307,1032,1200,30,60
2308,1032,1200,30,60
2309,-1032,-1200,-30,-60
2310,-1032,-1200,-30,-60
2311,-1032,-1200,-30,-60
2312,-1032,-1200,-30,-60
2313,1032,1200,30,60
2314,1032,1200,30,60
2315,1032,1200,30,60
2316,1032,1200,30,60
2317,-1032,-1200,-30,-60
2318,-1032,-1200,-30,-60
2319,-1032,-1200,-30,-60
2320,-1032,-1200,-30,-60
2321,1032,1200,30,60
2322,1032,1200,30,60
2323,1032,1200,30,60
2324,1032,1200,30,60
2325,-1032,-1200,-30,-60
2326,-1032,-1200,-30,-60
2327,-1032,-1200,-30,-60
2328,-1032,-1200,-30,-60
2329,1032,1200,30,60
2330,1032,1200,30,60
2331,1032,1200,30,60
2332,1032,1200,30,60
2333,-1032,-1200,-30,-60
2334,-1032,-1200,-30,-60
2335,-1032,-1200,-30,-60
2336,-1032,-1200,-30,-60
2337,1032,1200,30,60
2338,1032,1200,30,60
2339,1032,1200,30,60
2340,1032,1200,30,60
2341,-1032,-1200,-30,-60
2342,-1032,-1200,-30,-60
2343,-3096,-3600,-90,-180
2344,-3096,-3600,-90,-180
2345,-1032,-1200,-30,-60
2346,-1032,-1200,-30,-60
2347,-1032,-1200,-30,-60
2348,-1032,-1200,-30,-60
2349,-3096,-3600,-90,-180
2350,-3096,-3600,-90,-180
2351,-3096,-3600,-90,-180
2352,-3096,-3600,-90,-180
2353,-1032,-1200,-30,-60
2354,-1032,-1200,-30,-60
2355,-1032,-1200,-30,-60
2356,-1032,-1200,-30,-60
2357,-3096,-3600,-90,-180
2358,-3096,-3600,-90,-180
2359,-3096,-3600,-90,-180
2360,-3096,-3600,-90,-180
2361,-1032,-1200,-30,-60
2362,-1032,-1200,-30,-60
2363,-1032,-1200,-30,-60
2364,-1032,-1200,-30,-60
2365,-3096,-3600,-90,-180
2366,-3096,-3600,-90,-180
2367,-3096,-3600,-90,-180
2368,-3096,-3600,-90,-180
2369,-1032,-1200,-30,-60
2370,-1032,-1200,-30,-60
2371,-1032,-1200,-30,-60
2372,-1032,-1200,-30,-60
2373,-3096,-3600,-90,-180
2374,-3096,-3600,-90,-180
2375,-3096,-3600,-90,-180
2376,-3096,-3600,-90,-180
2377,-1032,-1200,-30,-60
2378,-1032,-1200,-30,-60
2379,-1032,-1200,-30,-60
2380,-1032,-1200,-30,-60
2381,-3096,-3600,-90,-180
2382,-3096,-3600,-90,-180
2383,-3096,-3600,-90,-180
2384,-3096,-3600,-90,-180
2385,-1032,-1200,-30,-60
2386,-1032,-1200,-30,-60
2387,-1032,-1200,-30,-60
2388,-1032,-1200,-30,-60
2389,-3096,-3600,-90,-180
2390,-3096,-3600,-90,-180
2391,-3096,-3600,-90,-180
2392,-3096,-3600,-90,-180
2393,-1032,-1200,-30,-60
2394,-1032,-1200,-30,-60
2395,-1032,-1200,-30,-60
2396,-1032,-1200,-30,-60
2397,-3096,-3600,-90,-180
2398,-3096,-3600,-90,-180
2399,-3096,-3600,-90,-180
2400,-3096,-3600,-90,-180
2401,-1032,-1200,-30,-60
2402,-1032,-1200,-30,-60
2403,-1032,-1200,-30,-60
2404,-1032,-1200,-30,-60
2405,-3096,-3600,-90,-180
2406,-3096,-3600,-90,-180
2407,-3096,-3600,-90,-180
2408,-3096,-3600,-90,-180
2409,-1032,-1200,-30,-60
2410,-1032,-1200,-30,-60
2411,-1032,-1200,-30,-60
2412,-1032,-1200,-30,-60
2413,-3096,-3600,-90,-180
2414,-3096,-3600,-90,-180
2415,-3096,-3600,-90,-180
2416,-3096,-3600,-90,-180
2417,-1032,-1200,-30,-60
2418,-1032,-1200,-30,-60
2419,-1032,-1200,-30,-60
2420,-1032,-1200,-30,-60
2421,-3096,-3600,-90,-180
2422,-3096,-3600,-90,-180
2423,-3096,-3600,-90,-180
2424,-3096,-3600,-90,-180
2425,-1032,-1200,-30,-60
2426,-1032,-1200,-30,-60
2427,-1032,-1200,-30,-60
2428,-1032,-1200,-30,-60
2429,-3096,-3600,-90,-180
2430,-3096,-3600,-90,-180
2431,-3096,-3600,-90,-180
2432,-3096,-3600,-90,-180
2433,-1032,-1200,-30,-60
2434,-1032,-1200,-30,-60
2435,-1032,-1200,-30,-60
2436,-1032,-1200,-30,-60
2437,-3096,-3600,-90,-180
2438,-3096,-3600,-90,-180
2439,-3096,-3600,-90,-180
2440,-3096,-3600,-90,-180
2441,-1032,-1200,-30,-60
2442,-1032,-1200,-30,-60
2443,-1032,-1200,-30,-60
2444,-1032,-1200,-30,-60
2445,-3096,-3600,-90,-180
2446,-3096,-3600,-90,-180
2447,-3096,-3600,-90,-180
2448,-3096,-3600,-90,-180
2449,-1032,-1200,-30,-60
2450,-1032,-1200,-30,-60
2451,-1032,-1200,-30,-60
2452,-1032,-1200,-30,-60
2453,-3096,-3600,-90,-180
2454,-3096,-3600,-90,-180
2455,-3096,-3600,-90,-180
2456,-3096,-3600,-90,-180
2457,-1032,-1200,-30,-60
2458,-1032,-1200,-30,-60
2459,-1032,-1200,-30,-60
2460,-1032,-1200,-30,-60
2461,-3096,-3600,-90,-180
2462,-3096,-3600,-90,-180
2463,-3096,-3600,-90,-180
2464,-3096,-3600,-90,-180
2465,-1032,-1200,-30,-60
2466,-1032,-1200,-30,-60
2467,-1032,-1200,-30,-60
2468,-1032,-1200,-30,-60
2469,-3096,-3600,-90,-180
2470,-3096,-3600,-90,-180
2471,-3096,-3600,-90,-180
2472,-3096,-3600,-90,-180
2473,-1032,-1200,-30,-60
2474,-1032,-1200,-30,-60
2475,-1032,-1200,-30,-60
2476,-1032,-1200,-30,-60
2477,-3096,-3600,-90,-180
2478,-3096,-3600,-90,-180
2479,-3096,-3600,-90,-180
2480,-3096,-3600,-90,-180
2481,-1032,-1200,-30,-60
2482,-1032,-1200,-30,-60
2483,-1032,-1200,-30,-60
2484,-1032,-1200,-30,-60
2485,-3096,-3600,-90,-180
2486,-3096,-3600,-90,-180
2487,-3096,-3600,-90,-180
2488,-3096,-3600,-90,-180
2489,-1032,-1200,-30,-60
2490,-1032,-1200,-30,-60
2491,-1032,-1200,-30,-60
2492,-1032,-1200,-30,-60
2493,-3096,-3600,-90,-180
2494,-3096,-3600,-90,-180
2495,-3096,-3600,-90,-180
2496,-3096,-3600,-90,-180
2497,-1032,-1200,-30,-60
2498,-1032,-1200,-30,-60
2499,-1032,-1200,-30,-60
2500,-1032,-1200,-30,-60
2501,-3096,-3600,-90,-180
2502,-3096,-3600,-90,-180
2503,-3096,-3600,-90,-180
2504,-3096,-3600,-90,-180
2505,-1032,-1200,-30,-60
2506,-1032,-1200,-30,-60
2507,-1032,-1200,-30,-60
2508,-1032,-1200,-30,-60
2509,-3096,-3600,-90,-180
2510,-3096,-3600,-90,-180
2511,-3096,-3600,-90,-180
2512,-3096,-3600,-90,-180
2513,-1032,-1200,-30,-60
2514,-1032,-1200,-30,-60
2515,-1032,-1200,-30,-60
2516,-1032,-1200,-30,-60
2517,-3096,-3600,-90,-180
2518,-3096,-3600,-90,-180
2519,-3096,-3600,-90,-180
2520,-3096,-3600,-90,-180
2521,-1032,-1200,-30,-60
2522,-1032,-1200,-30,-60
2523,-1032,-1200,-30,-60
2524,-1032,-1200,-30,-60
2525,-3096,-3600,-90,-180
2526,-3096,-3600,-90,-180
2527,-3096,-3600,-90,-180
2528,-3096,-3600,-90,-180
2529,-1032,-1200,-30,-60
2530,-1032,-1200,-30,-60
2531,-1032,-1200,-30,-60
2532,-1032,-1200,-30,-60
2533,-3096,-3600,-90,-180
2534,-3096,-3600,-90,-180
2535,-3096,-3600,-90,-180
2536,-3096,-3600,-90,-180
2537,-1032,-1200,-30,-60
2538,-1032,-1200,-30,-60
2539,-1032,-1200,-30,-60
2540,-1032,-1200,-30,-60
2541,-3096,-3600,-90,-180
2542,-3096,-3600,-90,-180
2543,-3096,-3600,-90,-180
2544,-3096,-3600,-90,-180
2545,-1032,-1200,-30,-60
2546,-1032,-1200,-30,-60
2547,-1032,-1200,-30,-60
2548,-1032,-1200,-30,-60
2549,-3096,-3600,-90,-180
2550,-3096,-3600,-90,-180
2551,-3096,-3600,-90,-180
2552,-3096,-3600,-90,-180
2553,-1032,-1200,-30,-60
2554,-1032,-1200,-30,-60
2555,-1032,-1200,-30,-60
2556,-1032,-1200,-30,-60
2557,-3096,-3600,-90,-180
2558,-3096,-3600,-90,-180
2559,-3096,-3600,-90,-180
2560,-3096,-3600,-90,-180
2561,-1032,-1200,-30,-60
2562,-1032,-1200,-30,-60
2563,-1032,-1200,-30,-60
2564,-1032,-1200,-30,-60
2565,-3096,-3600,-90,-180
2566,-3096,-3600,-90,-180
2567,-3096,-3600,-90,-180
2568,-3096,-3600,-90,-180
2569,-1032,-1200,-30,-60
2570,-1032,-1200,-30,-60
2571,-1032,-1200,-30,-60
2572,-1032,-1200,-30,-60
2573,-3096,-3600,-90,-180
2574,-3096,-3600,-90,-180
2575,-3096,-3600,-90,-180
2576,-3096,-3600,-90,-180
2577,-1032,-1200,-30,-60
2578,-1032,-1200,-30,-60
2579,-1032,-1200,-30,-60
2580,-1032,-1200,-30,-60
2581,-3096,-3600,-90,-180
2582,-3096,-3600,-90,-180
2583,-3096,-3600,-90,-180
2584,-3096,-3600,-90,-180
2585,-1032,-1200,-30,-60
2586,-1032,-1200,-30,-60
2587,-1032,-1200,-30,-60
2588,-1032,-1200,-30,-60
2589,-3096,-3600,-90,-180
2590,-3096,-3600,-90,-180
2591,-3096,-3600,-90,-180
2592,-3096,-3600,-90,-180
2593,-1032,-1200,-30,-60
2594,-1032,-1200,-30,-60
2595,-1032,-1200,-30,-60
2596,-1032,-1200,-30,-60
2597,-3096,-3600,-90,-180
2598,-3096,-3600,-90,-180
2599,-3096,-3600,-90,-180
2600,-3096,-3600,-90,-180
2601,-1032,-1200,-30,-60
2602,-1032,-1200,-30,-60
2603,-1032,-1200,-30,-60
2604,-1032,-1200,-30,-60
2605,-3096,-3600,-90,-180
2606,-3096,-3600,-90,-180
2607,-3096,-3600,-90,-180
2608,-3096,-3600,-90,-180
2609,-1032,-1200,-30,-60
2610,-1032,-1200,-30,-60
2611,-1032,-1200,-30,-60
2612,-1032,-1200,-30,-60
2613,-3096,-3600,-90,-180
2614,-3096,-3600,-90,-180
2615,-3096,-3600,-90,-180
2616,-3096,-3600,-90,-180
2617,-1032,-1200,-30,-60
2618,-1032,-1200,-30,-60
2619,-1032,-1200,-30,-60
2620,-1032,-1200,-30,-60
2621,-3096,-3600,-90,-180
2622,-3096,-3600,-90,-180
2623,-3096,-3600,-90,-180
2624,-3096,-3600,-90,-180
2625,-1032,-1200,-30,-60
2626,-1032,-1200,-30,-60
2627,-1032,-1200,-30,-60
2628,-1032,-1200,-30,-60
2629,-3096,-3600,-90,-180
2630,-3096,-3600,-90,-180
2631,-3096,-3600,-90,-180
2632,-3096,-3600,-90,-180
2633,-1032,-1200,-30,-60
2634,-1032,-1200,-30,-60
2635,-1032,-1200,-30,-60
2636,-1032,-1200,-30,-60
2637,-3096,-3600,-90,-180
2638,-3096,-3600,-90,-180
2639,-3096,-3600,-90,-180
2640,-3096,-3600,-90,-180
2641,-1032,-1200,-30,-60
2642,-1032,-1200,-30,-60
2643,-1032,-1200,-30,-60
